title_pt;title_en;year;rating;genre;sinopse;image
Brilho Eterno de uma Mente sem Lembranças;74. Brilho Eterno de uma Mente sem Lembranças;2004;8.3;Drama;Quando sua relaçao se volta complicada, um casal tenta um procedimento médico para que suas memorias sejam apagadas.;https://m.media-amazon.com/images/M/MV5BNGFlMWFlYjAtMjY5ZC00YzRiLWFiN2EtYTQ3ZjE0MWI0YWUxXkEyXkFqcGdeQXVyMTAyOTE2ODg0._V1_QL75_UY562_CR4,0,380,562_.jpg
2001: Uma Odisséia no Espaço;75. 2001: Uma Odisséia no Espaço;1968;8.3;Aventura;Trás descobrir um misterioso artefato na superfície da Lua, a humanidade tenta encontrar seus origens com a ajuda da inteligença do ordernador HAL 9000.;https://m.media-amazon.com/images/M/MV5BMzliZTc2NjItZTZkOC00MDFlLWEwNzAtYzUyZTkzZjhkNTU0XkEyXkFqcGdeQXVyMTAyOTE2ODg0._V1_QL75_UY562_CR11,0,380,562_.jpg
Pacto de Sangue;76. Pacto de Sangue;1944;8.3;Policial;Um agente de seguros se deixa convencer de um esquema de assassinato e fraude, o que desperta a suspeita de um investigador.;https://m.media-amazon.com/images/M/MV5BY2RlMTdiMmEtMWI2NS00NjdjLWI2ODItNzE1YzQzOTlkNGQ0XkEyXkFqcGdeQXVyMTAyOTE2ODg0._V1_QL75_UY562_CR4,0,380,562_.jpg
Se Meu Apartamento Falasse;77. Se Meu Apartamento Falasse;1960;8.3;Comédia;Um homem tenta subir na empresa permitindo que seus executivos usem seu apartamento para encontros, mas surgem complicações e um romance próprio.;https://m.media-amazon.com/images/M/MV5BNzkwODFjNzItMmMwNi00MTU5LWE2MzktM2M4ZDczZGM1MmViXkEyXkFqcGdeQXVyNDY2MTk1ODk@._V1_QL75_UX380_CR0,19,380,562_.jpg
Lawrence da Arábia;78. Lawrence da Arábia;1962;8.3;Aventura;A história de T. E. Lawrence, o oficial inglês que conseguiu unir e liderar várias tribos árabes, durante a Primeira Guerra Mundial para lutar contra os turcos.;https://m.media-amazon.com/images/M/MV5BZDIyYzBjZWEtZTc3YS00MDIxLTgwODctOGFmZjZhZDQ4ODA3XkEyXkFqcGdeQXVyMTY4MjE1MDA@._V1_QL75_UY562_CR3,0,380,562_.jpg
Cães de Aluguel;79. Cães de Aluguel;1992;8.3;Policial;Quando um simples roubo de jóias dá errado, os criminosos sobreviventes começam a suspeitar que um deles é um informante da polícia.;https://m.media-amazon.com/images/M/MV5BOWQwZGMwMWUtYzUwNy00NDk3LTk5YjktMGQ1M2E0NmI5M2MyXkEyXkFqcGdeQXVyMTAzMDM4MjM0._V1_QL75_UY562_CR9,0,380,562_.jpg
Intriga Internacional;80. Intriga Internacional;1959;8.3;Ação;Um executivo de publicidade de Nova Iorque tem que fugir quando é confundido por um agente de governo.;https://m.media-amazon.com/images/M/MV5BMmNjMDNkN2ItMTg5Ni00ZTE3LWJhNjMtYzg1ZjFiMzZjMzg2XkEyXkFqcGdeQXVyMTAyOTE2ODg0._V1_QL75_UY562_CR30,0,380,562_.jpg
Cidadão Kane;81. Cidadão Kane;1941;8.3;Drama;Após a morte de um magnata na indústria editorial, jornalistas correm para descobrir o significado da última palavra que ele pronunciou.;https://m.media-amazon.com/images/M/MV5BMjhjYzBiMzItZjgxNy00MGRmLTgyYjEtMDE1MjBiMDY4M2EwXkEyXkFqcGdeQXVyMTAyOTE2ODg0._V1_QL75_UX380_CR0,4,380,562_.jpg
Um Corpo que Cai;82. Um Corpo que Cai;1958;8.3;Mistério;Um ex-policial luta contra seus demônios enquanto está obcecado por uma mulher bonita.;https://m.media-amazon.com/images/M/MV5BMjA5YWI5YzktM2JmNS00OTJiLTg4ODctYjE2YTgwMWEwNGFiXkEyXkFqcGdeQXVyODc0OTEyNDU@._V1_QL75_UY562_CR28,0,380,562_.jpg
Scarface;83. Scarface;1983;8.3;Policial;Em Miamo em 1980, um imigrante cubano toma o control dum cartel de drogas.;https://m.media-amazon.com/images/M/MV5BOTlmOTAzOTAtM2Y5OC00NWMwLWI2ZWMtODlmMTNmNTZhNzJjXkEyXkFqcGdeQXVyMTAyOTE2ODg0._V1_QL75_UX380_CR0,4,380,562_.jpg
O Sol é para Todos;84. O Sol é para Todos;1962;8.3;Policial;Atticus Finch, um advogado no sul da era da Depressão, defende um homem negro contra uma acusação de estupro imerecida, e seus filhos contra o preconceito.;https://m.media-amazon.com/images/M/MV5BNmVmYzcwNzMtMWM1NS00MWIyLThlMDEtYzUwZDgzODE1NmE2XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_QL75_UX380_CR0,9,380,562_.jpg
Golpe de Mestre;85. Golpe de Mestre;1973;8.3;Comédia;Dois golpistas se reúnem para obter o melhor golpe.;https://m.media-amazon.com/images/M/MV5BNGU3NjQ4YTMtZGJjOS00YTQ3LThmNmItMTI5MDE2ODI3NzY3XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UX380_CR0,10,380,562_.jpg
Laranja Mecânica;86. Laranja Mecânica;1971;8.3;Policial;No futuro, um jovem líder de gang é levado para prisão e decide ser voluntário em um experimento, mas os resultados não são os esperados.;https://m.media-amazon.com/images/M/MV5BYTE0ZGFkZDMtZTA5Ny00NjI3LWJmNTgtMzRhMDE2Zjk3YWI2XkEyXkFqcGdeQXVyNzg5MzIyOA@@._V1_QL75_UY562_CR9,0,380,562_.jpg
Nascido para Matar;87. Nascido para Matar;1987;8.3;Drama;Um marinho dos Estados Unidos nota os deshumanizantes efeitos da guerra do Vietnã em seus colegas.;https://m.media-amazon.com/images/M/MV5BYjFjZWNiNTQtMWRmYy00NmMxLWFkOGMtYjJiMmIyYmE3YmQwXkEyXkFqcGdeQXVyMTAyOTE2ODg0._V1_QL75_UX380_CR0,22,380,562_.jpg
Fogo Contra Fogo;88. Fogo Contra Fogo;1995;8.3;Ação;Um grupo de profissionais roubando bancos sospeitam que a polícia está tráis deles quando deixam uma pista no seu último roubo.;https://m.media-amazon.com/images/M/MV5BYjZjNTJlZGUtZTE1Ny00ZDc4LTgwYjUtMzk0NDgwYzZjYTk1XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_QL75_UY562_CR6,0,380,562_.jpg
Julgamento em Nuremberg;89. Julgamento em Nuremberg;1961;8.3;Drama;Em 1948, um tribunal dos Estados Unidos na Alemanha ocupada julga quatro nazistas por crimes de guerra.;https://m.media-amazon.com/images/M/MV5BNDc2ODQ5NTE2MV5BMl5BanBnXkFtZTcwODExMjUyNA@@._V1_QL75_UX380_CR0,4,380,562_.jpg
Up: Altas Aventuras;90. Up: Altas Aventuras;2009;8.3;Animação;Carl Fredricksen, de 78 anos, viaja a Paraside Falls com sua casa e inadvertidamente leva um menino com ele.;https://m.media-amazon.com/images/M/MV5BYjBkM2RjMzItM2M3Ni00N2NjLWE3NzMtMGY4MzE4MDAzMTRiXkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_QL75_UX380_CR0,1,380,562_.jpg
O Garoto;91. O Garoto;1921;8.2;Comédia;Um mendigo cuida de uma criança abandonada, mas os eventos ameaçam esse relacionamento.;https://m.media-amazon.com/images/M/MV5BZjhhMThhNDItNTY2MC00MmU1LTliNDEtNDdhZjdlNTY5ZDQ1XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_QL75_UX380_CR0,5,380,562_.jpg
Indiana Jones e a Última Cruzada;92. Indiana Jones e a Última Cruzada;1989;8.2;Ação;"Em 1938, depois que seu pai, o professor Henry Jones, desaparece enquanto persegue o Santo Graal, o professor Henry ""Indiana"" Jones, Jr. se encontra contra os nazistas de Adolf Hitler.";https://m.media-amazon.com/images/M/MV5BNmU4ZDMzMDEtMWIwZS00ZGE5LWJmODUtYjUxM2VjZDcwMGE3XkEyXkFqcGdeQXVyMTAyOTE2ODg0._V1_QL75_UY562_CR11,0,380,562_.jpg
Snatch: Porcos e Diamantes;93. Snatch: Porcos e Diamantes;2000;8.2;Comédia;Segue a luta de criminais tráis um diamante como nenhum outro nu mundo.;https://m.media-amazon.com/images/M/MV5BNjYzMGNhYmItYjBhMi00YmMxLWExYTQtNmNjOWQ3MWE5YTI1XkEyXkFqcGdeQXVyMTAyOTE2ODg0._V1_QL75_UY562_CR9,0,380,562_.jpg
Duro de Matar;95. Duro de Matar;1988;8.2;Ação;John McClane, agente do departamento de polícia de Nova York, tenta salvar sua esposa, Holly Gennaro, e outras pessoas que o terrorista alemão Hans Gruber tomou como reféns durante a festa de Natal no Nakatomi Plaza, em Los Angeles.;https://m.media-amazon.com/images/M/MV5BNzU4MWNjYzQtMDEzNS00ZDA1LWI1YTQtM2ZlMzY2MTg1MmM3XkEyXkFqcGdeQXVyMTAyOTE2ODg0._V1_QL75_UY562_CR10,0,380,562_.jpg
Los Angeles: Cidade Proibida;96. Los Angeles: Cidade Proibida;1997;8.2;Policial;A corrupção cresce em Los Angeles nos anos 50. Três policiais estão investigando uma série de assassinatos com sua própria marca de justiça.;https://m.media-amazon.com/images/M/MV5BMDQ2YzEyZGItYWRhOS00MjBmLTkzMDUtMTdjYzkyMmQxZTJlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_QL75_UY562_CR2,0,380,562_.jpg
1917;97. 1917;2019;8.2;Ação;Trama desconhecida. O filme será de 1917 durante a primeira guerra mundial.;https://m.media-amazon.com/images/M/MV5BZWRjZDc3OTctN2JlNi00MmQwLTljZGQtZjc0NjdhZjI2OGUzXkEyXkFqcGdeQXVyMTA3MDk2NDg2._V1_QL75_UX380_CR0,20,380,562_.jpg
A Malvada;98. A Malvada;1950;8.2;Drama;Uma ingênua se insinua na vida de uma atriz de teatro, e de seu círculo de amigas de teatro.;https://m.media-amazon.com/images/M/MV5BYmE1M2Y3NTYtYTI0Mi00N2JlLTkzMzItOTY1MTlhNWNkMDgzXkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_QL75_UX380_CR0,7,380,562_.jpg
Taxi Driver: Motorista de Táxi;99. Taxi Driver: Motorista de Táxi;1976;8.2;Policial;Um veterano de guerra com problemas mentais trabalha de noite como condutor de táxi na cidade de Nova Iorque, onde experimenta violência e perigo ao tentar ajudar um trabalhador e uma prostituta.;https://m.media-amazon.com/images/M/MV5BM2M1MmVhNDgtNmI0YS00ZDNmLTkyNjctNTJiYTQ2N2NmYzc2XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_QL75_UX380_CR0,7,380,562_.jpg
Meu Pai;100. Meu Pai;2020;8.2;Drama;Um homem recusa toda a ajuda de sua filha à medida que envelhece. Ao tentar entender as mudanças nas circunstâncias, ele começa a duvidar dos seus entes queridos, da sua própria mente e até mesmo da estrutura de sua realidade.;https://m.media-amazon.com/images/M/MV5BODMwNmRiYjYtYmMyYi00MDQ4LWJkOWItYTY2MGVlNDBkYzA0XkEyXkFqcGdeQXVyMjcwMzM0OTI@._V1_QL75_UY562_CR91,0,380,562_.jpg
Quanto Mais Quente Melhor;101. Quanto Mais Quente Melhor;1959;8.2;Comédia;Dos músicos son testigos de un crimen y se dan a la fuga disfrazados de mujeres en una banda femenina, pero las cosas se complican.;https://m.media-amazon.com/images/M/MV5BNzAyOGIxYjAtMGY2NC00ZTgyLWIwMWEtYzY0OWQ4NDFjOTc5XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_QL75_UX380_CR0,13,380,562_.jpg
Batman Begins;102. Batman Begins;2005;8.2;Ação;Depois do treinamento, Batman comença a luta contra o crime e corrupçao en Gotham.;https://m.media-amazon.com/images/M/MV5BOTY4YjI2N2MtYmFlMC00ZjcyLTg3YjEtMDQyM2ZjYzQ5YWFkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UY562_CR0,0,380,562_.jpg
Green Book: O Guia;103. Green Book: O Guia;2018;8.2;Biografia;Um valentão ítalo-americano se torna o motorista de um pianista afro-americano em um tour no sul dos Estados Unidos nos anos sessenta.;https://m.media-amazon.com/images/M/MV5BZjIwZTExNGMtM2IyOS00NDhjLThjNGYtMGE1NzQxNWU5NzYxXkEyXkFqcGdeQXVyMTAzMDM4MjM0._V1_QL75_UX380_CR0,56,380,562_.jpg
O Tesouro da Sierra Madre;105. O Tesouro da Sierra Madre;1947;8.2;Aventura;Dois americanos em busca de trabalho no México convencem um homem a ajudá-los a extrair ouro nas montanhas da Serra Madre.;https://m.media-amazon.com/images/M/MV5BOTJlZWMxYzEtMjlkMS00ODE0LThlM2ItMDI3NGQ2YjhmMzkxXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_QL75_UX380_CR0,5,380,562_.jpg
Ilha do Medo;106. Ilha do Medo;2010;8.2;Mistério;Em 1945, um policial federal dos Estados Unidos investiga o desaparecimento de um assassino que escapou de um hospital psiquiátrico.;https://m.media-amazon.com/images/M/MV5BMjI5ZDk0YWUtYzk0Mi00MWMyLTg5ZDUtNzc0NDNmOTI5NzY2XkEyXkFqcGdeQXVyMTAyOTE2ODg0._V1_QL75_UY562_CR10,0,380,562_.jpg
Cassino;107. Cassino;1995;8.2;Policial;Uma história de ganância, dinheiro e assassinato acontece entre dois melhores amigos: um mafioso e um executivo de cassino, que competem uns com os outros por um império de jogo e pelo amor de uma socialite.;https://m.media-amazon.com/images/M/MV5BOThkYjU3OWQtN2Y3OC00ZDk1LWI1MDQtZTkxZjZiZGU5N2Q0XkEyXkFqcGdeQXVyMTA3MzQ4MTc0._V1_QL75_UX380_CR0,4,380,562_.jpg
O Show de Truman: O Show da Vida;108. O Show de Truman: O Show da Vida;1998;8.2;Comédia;Um vendedor de seguros descobre que sua vida é um programa de televisão.;https://m.media-amazon.com/images/M/MV5BZmFjMjA4YjYtOTExYy00ZDM1LWIwZmYtZWY5Yjg4ODNkNjRiXkEyXkFqcGdeQXVyMTAyOTE2ODg0._V1_QL75_UY562_CR8,0,380,562_.jpg
Sangue Negro;109. Sangue Negro;2007;8.2;Drama;Uma história sobre familia, religião, ódio e loucura, centrada na vida de um explorador de petróleo nos primeiros anos do negócio.;https://m.media-amazon.com/images/M/MV5BMjAxODQ4MDU5NV5BMl5BanBnXkFtZTcwMDU4MjU1MQ@@._V1_QL75_UX380_CR0,0,380,562_.jpg
Os Imperdoáveis;110. Os Imperdoáveis;1992;8.2;Drama;O atirador do Velho Oeste, William Munny, relutantemente aceita um último trabalho com a ajuda de seu antigo amigo e um jovem.;https://m.media-amazon.com/images/M/MV5BODM3YWY4NmQtN2Y3Ni00OTg0LWFhZGQtZWE3ZWY4MTJlOWU4XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_QL75_UX380_CR0,4,380,562_.jpg
Uma Mente Brilhante;111. Uma Mente Brilhante;2001;8.2;Biografia;A vida do brilhante mas insociável matemático John Nash muda quando ele aceita um trabalho secreto em criptografia.;https://m.media-amazon.com/images/M/MV5BMzcwYWFkYzktZjAzNC00OGY1LWI4YTgtNzc5MzVjMDVmNjY0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX380_CR0,1,380,562_.jpg
O Sexto Sentido;112. O Sexto Sentido;1999;8.2;Drama;Um menino que consegue se comunicar com espíritos encontra ajuda de um psicólogo.;https://m.media-amazon.com/images/M/MV5BZjNhMDVmNWEtM2NmNC00ZDQxLTgxOTctZjU2NDE2OWZkZmQzXkEyXkFqcGdeQXVyMTU3NTI2OTky._V1_QL75_UX380_CR0,4,380,562_.jpg
Jurassic Park;113. Jurassic Park;1993;8.2;Ação;Durante um tour o parque sofre falta de energia eléctrica o que faz que um dinossauro clonado saia do seu claustro.;https://m.media-amazon.com/images/M/MV5BZTY4NjIxYTctZDcwNS00MjNmLTlhYTQtMzI3OWYyNzQwMjdkXkEyXkFqcGdeQXVyNTk2MDQ0MjA@._V1_QL75_UX380_CR0,4,380,562_.jpg
Fugindo do Inferno;114. Fugindo do Inferno;1963;8.2;Aventura;Prisioneiros de guerra aliados planejam uma fuga maciça de um campo alemão durante a Segunda Guerra Mundial.;https://m.media-amazon.com/images/M/MV5BNzA2NmYxMWUtNzBlMC00MWM2LTkwNmQtYTFlZjQwODNhOWE0XkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_QL75_UX380_CR0,16,380,562_.jpg
Monty Python em Busca do Cálice Sagrado;115. Monty Python em Busca do Cálice Sagrado;1975;8.2;Aventura;O Rei Arthur e seus Cavaleiros da Távola Redonda embarcam em uma busca surrealista e de baixo orçamento pelo Santo Graal, encontrando múltiplos obstáculos estúpidos.;https://m.media-amazon.com/images/M/MV5BYWZmNzcxZGQtYjg0OS00Yzk5LTkxZTEtOGNmMmMxOThhN2Q4XkEyXkFqcGdeQXVyMTAyOTE2ODg0._V1_QL75_UY562_CR8,0,380,562_.jpg
Homem-Aranha: Sem Volta para Casa;116. Homem-Aranha: Sem Volta para Casa;2021;8.2;Ação;Com a identidade do Homem-Aranha revelada, Peter pede ajuda ao Doutor Strange. Quando um feitiço corre mal, inimigos perigosos de outros mundos começam a aparecer, forçando Peter a descobrir o que realmente significa ser o Homem-Aranha.;https://m.media-amazon.com/images/M/MV5BMTJkYzI0M2QtMDhiOC00MDczLTgyYzQtZmUzMmUxNmVkN2VhXkEyXkFqcGdeQXVyMTA3MDk2NDg2._V1_QL75_UX380_CR0,0,380,562_.jpg
O Enigma de Outro Mundo;117. O Enigma de Outro Mundo;1982;8.2;Terror;Um team de investigação na Antartica é perseguido por extraterrestres.;https://m.media-amazon.com/images/M/MV5BNTliMTUwYWEtYWEyMS00OGY5LTk5MDQtZmNmNWUzZTc3M2RlXkEyXkFqcGdeQXVyMTAyOTE2ODg0._V1_QL75_UY562_CR29,0,380,562_.jpg
Onde os Fracos Não Têm Vez;118. Onde os Fracos Não Têm Vez;2007;8.2;Policial;Violência e caos surgem quando um caçador se depara com uma negociação de drogas que deu errado e mais de dois milhões de dólares perto do Rio Grande.;https://m.media-amazon.com/images/M/MV5BNmU2MTk4NjItNmE5Yi00NWZjLWIzNzUtMDM2Y2ZhY2U2NGU5XkEyXkFqcGdeQXVyODc0OTEyNDU@._V1_QL75_UY562_CR5,0,380,562_.jpg
Kill Bill: Volume 1;119. Kill Bill: Volume 1;2003;8.2;Ação;Depois de despertar de um coma de quatro anos, uma antiga assassina busca vingança contra o grupo de assassinos que a traiu.;https://m.media-amazon.com/images/M/MV5BMThlMGE3ODYtOGM4Mi00ZDc0LWE4ZDItMmU2Y2E0MGZjZTAzXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_QL75_UX380_CR0,4,380,562_.jpg
O Homem Elefante;120. O Homem Elefante;1980;8.2;Biografia;Um famoso médico estuda a um jovem com a cara deformada, conhecido como Homem Elefante, ele se da conta que o homem é inteligente e de bom coração.;https://m.media-amazon.com/images/M/MV5BYjExMjc2NDMtZjQ1MC00Yjc1LWEwYjMtZDNmMTg1NWY4YjdjXkEyXkFqcGdeQXVyMTAyOTE2ODg0._V1_QL75_UY562_CR8,0,380,562_.jpg
...E o Vento Levou;121. ...E o Vento Levou;1939;8.2;Drama;Uma mulher manipuladora e uma truhan embarcam em um romance turbulento durante a Guerra Civil Americana e o período da Reconstrução.;https://m.media-amazon.com/images/M/MV5BYjUyZWZkM2UtMzYxYy00ZmQ3LWFmZTQtOGE2YjBkNjA3YWZlXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_QL75_UX380_CR0,10,380,562_.jpg
Disque M para Matar;122. Disque M para Matar;1954;8.2;Policial;Um ex-tenista decide matar a esposa para herdar o dinheiro dela e se vingar de um caso que ela havia tido. A fim de se livrar de culpas, usa um antigo colega de faculdade. Mas as coisas não vão correr como estava planeado.;https://m.media-amazon.com/images/M/MV5BZDExY2U3NTgtNzUxZS00MjgwLTgzZmQtM2JlYWVjYjMyZmY4XkEyXkFqcGdeQXVyMTAyOTE2ODg0._V1_QL75_UY562_CR11,0,380,562_.jpg
Procurando Nemo;123. Procurando Nemo;2003;8.2;Animação;Quando seu filho é capturado, um peixe-palhaço tímido embarca em uma viagem para trazê-lo para casa.;https://m.media-amazon.com/images/M/MV5BOGZkYmMwMGMtMDA2Zi00MmUzLTgyODctOTg1Yjg4NTI3NDFjXkEyXkFqcGdeQXVyODc0OTEyNDU@._V1_QL75_UY562_CR11,0,380,562_.jpg
Chinatown;124. Chinatown;1974;8.2;Drama;Um detetive particular contratado para desmascarar um adúltero é pego em uma teia de fraude, corrupção e assassinato.;https://m.media-amazon.com/images/M/MV5BMjJkMDZhYzItZTFhMi00ZGI4LThlNTAtZDNlYmEwNjFkNDYzXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UX380_CR0,7,380,562_.jpg
V de Vingança;125. V de Vingança;2005;8.2;Ação;Em um futuro da tirania britânica, um lutador clandestino conhecido como V trama um plano para derrubá-la com a ajuda de uma jovem mulher.;https://m.media-amazon.com/images/M/MV5BOTI5ODc3NzExNV5BMl5BanBnXkFtZTcwNzYxNzQzMw@@._V1_QL75_UX380_CR0,0,380,562_.jpg
Touro Indomável;126. Touro Indomável;1980;8.1;Biografia;A vida do boxeador Jake LaMotta, que vê como a violência e temperamento que o levam ao topo do ringue, destroem sua vida fora dele.;https://m.media-amazon.com/images/M/MV5BOGVkMzI0MGQtOTk4ZS00YjNjLWI1OWItODYyY2ZhZDhlNjE5XkEyXkFqcGdeQXVyMTAyOTE2ODg0._V1_QL75_UY562_CR8,0,380,562_.jpg
A Ponte do Rio Kwai;127. A Ponte do Rio Kwai;1957;8.1;Aventura;Depois de resolver suas diferenças com um japonês, o comandante do campo, um coronel britânico, coopera para supervisionar a construção de uma ponte ferroviária.;https://m.media-amazon.com/images/M/MV5BOGY5NmNlMmQtYzRlYy00NGQ5LWFkYjYtNzExZmQyMTg0ZDA0XkEyXkFqcGdeQXVyNDIzMzcwNjc@._V1_QL75_UX380_CR0,13,380,562_.jpg
Jogos, Trapaças e Dois Canos Fumegantes;128. Jogos, Trapaças e Dois Canos Fumegantes;1998;8.1;Ação;Um jogo de cartas em Londres desencadeia um confronto entre quatro amigos, plantadores de maconha, agiotas e cobradores de dívidas em uma série de eventos curiosos, tudo por algo de maria, dinheiro e duas pistolas antigas.;https://m.media-amazon.com/images/M/MV5BMTAyN2JmZmEtNjAyMy00NzYwLThmY2MtYWQ3OGNhNjExMmM4XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_QL75_UX380_CR0,4,380,562_.jpg
Divertida Mente;129. Divertida Mente;2015;8.1;Animação;Quando o jovem Riley se muda á San Francisco deberá lidiar com suas emoções.;https://m.media-amazon.com/images/M/MV5BOGQzMjI5MTctNzUwMC00OTJmLWJhYzUtNWRlYmQ3YmMzMWU1XkEyXkFqcGdeQXVyMTAyOTE2ODg0._V1_QL75_UY562_CR7,0,380,562_.jpg
Os Suspeitos;130. Os Suspeitos;2013;8.1;Policial;Quando a filha de Keller Dover e sua amiguinha desaparecem, ele decide investigar o caso por sua conta enquanto a polícia segue múltiplas pistas e a pressão para resolver o caso aumenta.;https://m.media-amazon.com/images/M/MV5BOWE2OTMyZDctMjVlOC00NDcwLWE5ZGQtNmZjYmZhZmIwZDE5XkEyXkFqcGdeQXVyMTAyOTE2ODg0._V1_QL75_UY562_CR2,0,380,562_.jpg
Klaus;131. Klaus;2019;8.2;Animação;Um simples ato de bondade sempre provoca outro, mesmo em um lugar gelado e distante. Quando o novo carteiro de Smeerensburg faz amizade com o fabricante de brinquedos Klaus, seus presentes derreteram uma antiga inimizade.;https://m.media-amazon.com/images/M/MV5BMWYwOThjM2ItZGYxNy00NTQwLWFlZWEtM2MzM2Q5MmY3NDU5XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_QL75_UX380_CR0,0,380,562_.jpg
Guerreiro;132. Guerreiro;2011;8.1;Ação;O filho pequeno de um exboxer alcoólatra volta para casa, onde seu pai o treina para um torneio de artes marciais mistas.;https://m.media-amazon.com/images/M/MV5BZDI1YzliOTEtYzgxYi00NDJhLTlmYTUtY2FjOWZmMmI2ODZhXkEyXkFqcGdeQXVyMTAyOTE2ODg0._V1_QL75_UY562_CR11,0,380,562_.jpg
Três Anúncios para um Crime;133. Três Anúncios para um Crime;2017;8.1;Comédia;Uma mãe desafia pessoalmente as autoridades locais para resolver o assassinato de sua filha.;https://m.media-amazon.com/images/M/MV5BZjhiNGQwODMtMTA0ZS00OWQwLWFjNGEtNTE0MjY4NmY5ZDZhXkEyXkFqcGdeQXVyMTAzMDM4MjM0._V1_QL75_UY562_CR2,0,380,562_.jpg
Trainspotting: Sem Limites;134. Trainspotting: Sem Limites;1996;8.1;Drama;Renton, profundamente imerso no mundo das drogas em Edimburgo, tenta sair do ambiente apesar da má influência dos amigos.;https://m.media-amazon.com/images/M/MV5BZDY5NTdjOTYtNTI2Yy00ODBlLWJiNmEtMTQwMTg1MTRhODg4XkEyXkFqcGdeQXVyMTAyOTE2ODg0._V1_QL75_UY562_CR9,0,380,562_.jpg
Ser ou Não Ser;135. Ser ou Não Ser;1942;8.2;Comédia;Durante a ocupação nazista da Polônia, uma trupe de atuação se envolve nos esforços de um soldado polonês para rastrear um espião alemão.;https://m.media-amazon.com/images/M/MV5BMGY3ZDgzY2MtNTllNi00ZWI1LTk1NTUtNWEzN2Q4YTA1ZGZiXkEyXkFqcGdeQXVyNzI1NzMxNzM@._V1_QL75_UY562_CR5,0,380,562_.jpg
Fargo: Uma Comédia de Erros;136. Fargo: Uma Comédia de Erros;1996;8.1;Policial;O crime de Jerry Lundegaard se desfaz devido à falta de sorte dele e de seus colegas e ao persistente trabalho polícia.;https://m.media-amazon.com/images/M/MV5BNDJiZDgyZjctYmRjMS00ZjdkLTkwMTEtNGU1NDg3NDQ0Yzk1XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_QL75_UY562_CR1,0,380,562_.jpg
A Mulher Faz o Homem;137. A Mulher Faz o Homem;1939;8.1;Comédia;Um homem ingênuo é eleito para ocupar uma vaga no Senado dos Estados Unidos. Seus planos colidem rapidamente com a corrupção política, mas ele não desiste.;https://m.media-amazon.com/images/M/MV5BZTYwYjYxYzgtMDE1Ni00NzU4LWJlMTEtODQ5YmJmMGJhZjI5L2ltYWdlXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_QL75_UX380_CR0,6,380,562_.jpg
Barry Lyndon;138. Barry Lyndon;1975;8.1;Aventura;Um irlandês conquista o coração de uma viúva rica e assume a posição aristocrática de seu falecido marido na Inglaterra do século XVIII.;https://m.media-amazon.com/images/M/MV5BNmY0MWY2NDctZDdmMi00MjA1LTk0ZTQtZDMyZTQ1NTNlYzVjXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UX380_CR0,8,380,562_.jpg
Gran Torino;139. Gran Torino;2008;8.1;Drama;Walt Kowalski, um ranzinza veterano da guerra da Coreia, tenta dar uma lição em seu vizinho quando este tentar roubar seu bem mais precioso: um Gran Torino de 1972.;https://m.media-amazon.com/images/M/MV5BMTc5NTk2OTU1Nl5BMl5BanBnXkFtZTcwMDc3NjAwMg@@._V1_QL75_UY562_CR0,0,380,562_.jpg
Sindicato de Ladrões;140. Sindicato de Ladrões;1954;8.1;Policial;Um ex-lutador que virou lutador enfrenta seus chefes corruptos.;https://m.media-amazon.com/images/M/MV5BY2I0MWFiZDMtNWQyYy00Njk5LTk3MDktZjZjNTNmZmVkYjkxXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_QL75_UX380_CR0,6,380,562_.jpg
Prenda-me se for Capaz;141. Prenda-me se for Capaz;2002;8.1;Biografia;Um agente do FBI persegue Frank Abagnale, que antes de seus 19 anos consegue ganhar milhões de dólares fingindo ser um piloto, um médico e um advogado.;https://m.media-amazon.com/images/M/MV5BN2E4OWRkZDctNTNhMi00MTQzLTg1MDQtNGYyZDE5NTkxMThiXkEyXkFqcGdeQXVyMTAyOTE2ODg0._V1_QL75_UY562_CR26,0,380,562_.jpg
