title_pt;title_en;year;rating;genre;sinopse;image
Um Dia de Cão;208. Um Dia de Cão;1975;8.0;Biografia;Um homem tenta roubar um banco para pagar a operação de seu amante, que acaba em uma situação de refém cercada pela mídia.;https://m.media-amazon.com/images/M/MV5BODExZmE2ZWItYTIzOC00MzI1LTgyNTktMDBhNmFhY2Y4OTQ3XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_QL75_UX380_CR0,4,380,562_.jpg
Kill Bill: Volume 2;209. Kill Bill: Volume 2;2004;8.0;Ação;"Depois de eliminar alguns membros da banda que tentaram assassiná-la no dia do casamento, ""Mamba Negra"" tenta matar os outros, especialmente a Bill, seu ex-chefe, que a entregou para morrer.";https://m.media-amazon.com/images/M/MV5BNmFiYmJmN2QtNWQwMi00MzliLThiOWMtZjQxNGRhZTQ1MjgyXkEyXkFqcGdeQXVyNzQ1ODk3MTQ@._V1_QL75_UX380_CR0,0,380,562_.jpg
Lion: Uma Jornada para Casa;210. Lion: Uma Jornada para Casa;2016;8.0;Biografia;Um menino indiano de cinco anos está perdido nas ruas de Calcutá, a milhares de quilômetros de sua casa. Ele sobrevive a muitos desafios e acaba sendo adotado por um casal na Austrália. 25 anos depois, ele planeja encontrar sua família perdida.;https://m.media-amazon.com/images/M/MV5BOWE2NmFiMDYtNmI4MC00NTkxLTllODgtMzVhMWQ1YmYyNjZkXkEyXkFqcGdeQXVyMTAyOTE2ODg0._V1_QL75_UX380_CR0,4,380,562_.jpg
JFK: A Pergunta que Não Quer Calar;211. JFK: A Pergunta que Não Quer Calar;1991;8.0;Drama;O promotor público de Nova Orleans, Jim Garrison, descobre que o assassinato de Kennedy vai além da história oficial.;https://m.media-amazon.com/images/M/MV5BYjYyODExMDctZjgwYy00ZjQwLWI4OWYtOGFlYjA4ZjEzNmY1XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_QL75_UY562_CR1,0,380,562_.jpg
A Canção do Mar;212. A Canção do Mar;2014;8.0;Animação;Ben, um jovem irlandês, e sua irmã Saoirse, uma menina que pode se tornar uma foca, partiram numa aventura para libertar as fadas e salvar o mundo dos espíritos.;https://m.media-amazon.com/images/M/MV5BMTQ2MDMwNjEwNV5BMl5BanBnXkFtZTgwOTkxMzI0MzE@._V1_QL75_UY562_CR4,0,380,562_.jpg
Donnie Darko;213. Donnie Darko;2001;8.0;Drama;Un adolescente é atormentado com visões dum homem num terno de coelho quem o manipula a fazer crimes.;https://m.media-amazon.com/images/M/MV5BZjZlZDlkYTktMmU1My00ZDBiLWFlNjEtYTBhNjVhOTM4ZjJjXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_QL75_UX380_CR0,4,380,562_.jpg
A Loja da Esquina;214. A Loja da Esquina;1940;8.0;Comédia;Dois funcionários de uma loja de presentes mal se suportam um ao outro, não percebendo que estão se apaixonando através do correio como amigos anônimos por correspondência.;https://m.media-amazon.com/images/M/MV5BZDMxYmIzNDgtYWY1ZS00YmYwLTlhMjYtZTViZTNkY2ExODdiXkEyXkFqcGdeQXVyNjc5NjEzNA@@._V1_QL75_UX380_CR0,4,380,562_.jpg
A Princesa Prometida;215. A Princesa Prometida;1987;8.0;Aventura;Um avõ lê para seu neto a historia dum jovem fazendeiro que encontra muitos obstáculos para se reunir com seu verdadeiro amor.;https://m.media-amazon.com/images/M/MV5BMzQ1ZmEyZDgtN2FkZC00MTI5LWJiNDItODA4ZmYwZDg3ODY3XkEyXkFqcGdeQXVyNzg5MzIyOA@@._V1_QL75_UY562_CR10,0,380,562_.jpg
O Bebê de Rosemary;216. O Bebê de Rosemary;1968;8.0;Drama;Um jovem casal se muda para um apartamento em uma área tranquila. Quando a esposa está misteriosamente grávida, a paranóia pela segurança do feto começa a controlar sua vida.;https://m.media-amazon.com/images/M/MV5BZTcxOWZiZGEtNjJmOS00OGUyLWFlZjMtZWI5OTZkMGZhZjgzXkEyXkFqcGdeQXVyMTAyOTE2ODg0._V1_QL75_UX380_CR0,5,380,562_.jpg
Anatomia de um Crime;217. Anatomia de um Crime;1959;8.0;Drama;Em um julgamento de assassinato, o réu disse que sofreu insanidade temporária depois que a vítima estuprou sua esposa. Qual é a verdade e ele vai ganhar o caso?;https://m.media-amazon.com/images/M/MV5BMzM0MzE2ZTAtZTBjZS00MTk5LTg5OTEtNjNmYmQ5NzU2OTUyXkEyXkFqcGdeQXVyNDY2MTk1ODk@._V1_QL75_UX380_CR0,4,380,562_.jpg
Quem Quer Ser um Milionário?;218. Quem Quer Ser um Milionário?;2008;8.0;Policial;"Um adolescente de Mumbai reflete sobre sua vida depois de ser acusado de enganar a versão indiana de ""Quem quer ser um milionário?""";https://m.media-amazon.com/images/M/MV5BMGJmNjE4MTYtMjc5Ny00NWI2LTgyMjEtYzE4MjQ2OTJlMTQzXkEyXkFqcGdeQXVyMTAyOTE2ODg0._V1_QL75_UY562_CR6,0,380,562_.jpg
Desencanto;219. Desencanto;1945;8.0;Drama;Ao encontrar um estranho em uma estação de trem, uma mulher é tentada a trair o marido.;https://m.media-amazon.com/images/M/MV5BYWQ0MGNjOTYtMWJlNi00YWMxLWFmMzktYjAyNTVkY2U1NWNhL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_QL75_UX380_CR0,13,380,562_.jpg
O Jogo da Imitação;220. O Jogo da Imitação;2014;8.0;Biografia;Durante a segunda guerra mundial, um inglês gênio da matemática tenta decifrar o código alemão Enigma com a ajuda de seus colegas.;https://m.media-amazon.com/images/M/MV5BNWQ1NjQxN2YtNDUyMi00MjA3LTgxMDEtZTY5MjBhZGZlNTVlXkEyXkFqcGdeQXVyMTAyOTE2ODg0._V1_QL75_UY562_CR2,0,380,562_.jpg
Butch Cassidy;221. Butch Cassidy;1969;8.0;Biografia;Wyoming, início de 1900. Butch Cassidy e The Sundance Kid são líderes de bandidos. Depois que um roubo de trem dá errado, eles fogem, com um pelotão atrás deles. A solução, fugir para Bolívia.;https://m.media-amazon.com/images/M/MV5BMTkyMTM2NDk5Nl5BMl5BanBnXkFtZTgwNzY1NzEyMDE@._V1_QL75_UX380_CR0,0,380,562_.jpg
La La Land: Cantando Estações;223. La La Land: Cantando Estações;2016;8.0;Comédia;Um pianista é uma frustrada actora se apaixonam enquanto tentam trabalhar por seus futuros.;https://m.media-amazon.com/images/M/MV5BMmMzMzk4OTUtMjBhYy00YWNiLThiNWEtNWQ0NjYyMDBiZTYyXkEyXkFqcGdeQXVyMTAyOTE2ODg0._V1_QL75_UY562_CR3,0,380,562_.jpg
The Avengers - Os Vingadores;224. The Avengers - Os Vingadores;2012;8.0;Ação;Os heróis mais poderosos da Terra devem se unir e aprender a lutar como uma equipe para impedir que um exército alienígena escravize a humanidade.;https://m.media-amazon.com/images/M/MV5BNTYxOGQ4NjItYTQzNy00ODFhLWEwOWItYThhNTM1YTQ3YTkzXkEyXkFqcGdeQXVyODc0OTEyNDU@._V1_QL75_UX380_CR0,0,380,562_.jpg
O que Terá Acontecido a Baby Jane?;225. O que Terá Acontecido a Baby Jane?;1962;8.0;Drama;Uma ex-estrela infantil atormenta sua irmã paraplégica em sua decadente mansão em Hollywood.;https://m.media-amazon.com/images/M/MV5BZmI0M2VmNTgtMWVhYS00Zjg1LTk1YTYtNmJmMjRkZmMwYTc2XkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_QL75_UX380_CR0,11,380,562_.jpg
O Ultimato Bourne;226. O Ultimato Bourne;2007;8.0;Ação;Jason Bourne escapa de um funcionário implacável da CIA e de seus agentes de um novo programa de assassinatos enquanto procurava a origem de sua vida como um matador treinado.;https://m.media-amazon.com/images/M/MV5BZDNkNmNiNjktZGI4MC00MWQ2LWFjYzYtNmI0NGM2ZDQ0NzNiXkEyXkFqcGdeQXVyMTAyOTE2ODg0._V1_QL75_UY562_CR8,0,380,562_.jpg
007: Cassino Royale;227. 007: Cassino Royale;2006;8.0;Ação;"Armado com uma licença para matar, o agente secreto James Bond parte em sua primeira missão como 007, e deve derrotar o banqueiro de alguns terroristas em um jogo de pôquer de alto risco em Casino Royale; mas as coisas não são o que parecem.";https://m.media-amazon.com/images/M/MV5BYmI3MmMzMGMtNzc4Ni00YWQ4LWFkMDYtNjVlOWU3ZGZiNjY1XkEyXkFqcGdeQXVyNDQ2MTMzODA@._V1_QL75_UX380_CR0,1,380,562_.jpg
Magnólia;228. Magnólia;1999;8.0;Drama;Um mosaico épico de personagens relacionados em busca de amor, perdão e significado no Vale de San Fernando.;https://m.media-amazon.com/images/M/MV5BZjk3YThkNDktNjZjMS00MTBiLTllNTAtYzkzMTU0N2QwYjJjXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_QL75_UX380_CR0,19,380,562_.jpg
O Discurso do Rei;229. O Discurso do Rei;2010;8.0;Biografia;A história do rei George VI, sua ascensão improvisada ao trono do Império Britânico em 1936, e o fonoaudiólogo que ajudou o monarca inseguro a superar sua gagueira.;https://m.media-amazon.com/images/M/MV5BZjllYjUyZTktN2RkOS00ZjRmLTg0ZTMtZjRjNTZlZTZkZDk1XkEyXkFqcGdeQXVyODc0OTEyNDU@._V1_QL75_UY562_CR7,0,380,562_.jpg
Rain Man;230. Rain Man;1988;8.0;Drama;Depois que o egoísta Charlie Babbitt descobre que seu pai deixou sua fortuna a um irmão autista que ele não sabia que existia, foge com ele em uma viagem através do país, com a esperança de conseguir uma herança maior.;https://m.media-amazon.com/images/M/MV5BMzVjNzI4NzYtMjE4NS00M2IzLWFkOWMtOTYwMWUzN2ZlNGVjL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX380_CR0,18,380,562_.jpg
Cisne Negro;231. Cisne Negro;2010;8.0;Drama;Uma esforçada bailarina luta para manter sua sanidade após obter o papel principal no Lago dos Cisnes de Tchaikovsky.;https://m.media-amazon.com/images/M/MV5BNDRjOWM3MWYtNzI5ZC00YjFiLTk3YWYtMThkYWZjN2ZkZDE0XkEyXkFqcGdeQXVyNzg5MzIyOA@@._V1_QL75_UY562_CR5,0,380,562_.jpg
Sin City: A Cidade do Pecado;232. Sin City: A Cidade do Pecado;2005;8.0;Policial;O filem explora a miserável cidade de Basin City, e conta a historia de três pessoas que estão atrapados entre a violença e a corrupção.;https://m.media-amazon.com/images/M/MV5BODZmYjMwNzEtNzVhNC00ZTRmLTk2M2UtNzE1MTQ2ZDAxNjc2XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX380_CR0,2,380,562_.jpg
Maomé - O Mensageiro de Alá;233. Maomé - O Mensageiro de Alá;1976;8.1;Biografia;Este drama histórico épico narra a vida e os tempos do Profeta Muhammad e serve como uma introdução ao início da história islâmica.;https://m.media-amazon.com/images/M/MV5BMjk3YjJmYTctMTAzZC00MzE4LWFlZGMtNDM5OTMyMDEzZWIxXkEyXkFqcGdeQXVyNTI4MjkwNjA@._V1_QL75_UX380_CR0,0,380,562_.jpg
A Lenda do Pianista do Mar;234. A Lenda do Pianista do Mar;1998;8.0;Drama;Um bebê, descoberto em 1900 em um transatlântico, torna-se um prodígio musical e nunca põe os pés em terra.;https://m.media-amazon.com/images/M/MV5BMzIwOTdmNjQtOWQ1ZS00ZWQ4LWIxYTMtOWFkM2NjODJiMGY4L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNTI4MjkwNjA@._V1_QL75_UY562_CR1,0,380,562_.jpg
Perdido em Marte;235. Perdido em Marte;2015;8.0;Aventura;Um astronauta fica preso em Marte, enquanto sua equipe pensa que ele morreu. Ele vai fazer o possível para tentar enviar um sinal até a Terra.;https://m.media-amazon.com/images/M/MV5BNjc1ZmEyNmUtZDM4Yi00MzU5LTliYWMtYzEzZDg0M2JhY2M1XkEyXkFqcGdeQXVyMTAyOTE2ODg0._V1_QL75_UY562_CR2,0,380,562_.jpg
Dogville;236. Dogville;2003;8.0;Policial;Uma mulher que foge da máfia é relutantemente aceita em uma pequena cidade no Colorado. Em troca, ela concorda em trabalhar para eles. Quando uma pesquisa visita a cidade, descobre que seu suporte tem um preço. No entanto, seu segredo perigoso nunca está longe.;https://m.media-amazon.com/images/M/MV5BMTkwNTg2MTI1NF5BMl5BanBnXkFtZTcwMDM1MzUyMQ@@._V1_QL75_UX380_CR0,0,380,562_.jpg
As Oito Vítimas;237. As Oito Vítimas;1949;8.0;Comédia;Um parente pobre e distante do Duque D'Ascoyne planeja herdar o título, assassinando os outros oito herdeiros à sua frente na linha de sucessão.;https://m.media-amazon.com/images/M/MV5BZjc1Yzc0ZmItMzU1OS00OWVlLThmYTctMWNlYmFlMjkxMzc0XkEyXkFqcGdeQXVyNTA1NjYyMDk@._V1_QL75_UY562_CR185,0,380,562_.jpg
À Procura da Felicidade;238. À Procura da Felicidade;2006;8.0;Biografia;Um vendedor em dificuldade financeira fica com a custódia de seu filho quando está a ponto de começar uma carreira profissional que mudará sua vida.;https://m.media-amazon.com/images/M/MV5BOTc3ZDMzN2YtNDliZi00ZGExLThkYTYtMDM2MGNiY2U1MjAwXkEyXkFqcGdeQXVyMTAyOTE2ODg0._V1_QL75_UY562_CR7,0,380,562_.jpg
Zootopia;239. Zootopia;2016;8.0;Animação;Num mundo de antropomórficos animais, um coelho policial e um cínico raposa deberam trabalhar juntos para resolver uma conspiração.;https://m.media-amazon.com/images/M/MV5BZWY0ZGRhY2EtNGZhMy00NWQ4LWFjYjAtYjI1YWMyMmZmYjJkXkEyXkFqcGdeQXVyMTAyOTE2ODg0._V1_QL75_UY562_CR7,0,380,562_.jpg
Quem Tem Medo de Virginia Woolf?;240. Quem Tem Medo de Virginia Woolf?;1966;8.0;Drama;Um casal amargo e envelhecido, com a ajuda do álcool, usa seus jovens hóspedes para alimentar angústia e dor emocional um pelo outro durante uma noite angustiante.;https://m.media-amazon.com/images/M/MV5BYjM1ODY2OTgtMTFiOS00YzgzLTljNmUtMDhiMmM1ZTE4MGVkXkEyXkFqcGdeQXVyMjAwNzczNTU@._V1_QL75_UX380_CR0,4,380,562_.jpg
Segredos e Mentiras;241. Segredos e Mentiras;1996;8.0;Comédia;Após a morte de seus pais adotivos, uma jovem e bem-sucedida optometrista negra estabelece contato com sua mãe biológica, uma solitária trabalhadora branca que vive na pobreza no leste de Londres.;https://m.media-amazon.com/images/M/MV5BNjQwYjYwZjktYTI4NC00Y2JjLThjZjMtMjU4N2RkODRhZDUzXkEyXkFqcGdeQXVyMTAyOTE2ODg0._V1_QL75_UY562_CR7,0,380,562_.jpg
A Embriaguez do Sucesso;242. A Embriaguez do Sucesso;1957;8.0;Drama;O poderoso, mas antiético colunista de Broadway J.J. Hunsecker força o inescrupuloso agente de imprensa Sidney Falco a romper o caso de sua irmã com um músico de jazz.;https://m.media-amazon.com/images/M/MV5BMjE5NTU3YWYtOWIxNi00YWZhLTg2NzktYzVjZWY5MDQ4NzVlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_QL75_UX380_CR0,4,380,562_.jpg
A Primeira Noite de um Homem;243. A Primeira Noite de um Homem;1967;8.0;Comédia;Um recém-graduado da universidade se vê dividido entre se relacionar com uma mulher mais velha ou a filha dela.;https://m.media-amazon.com/images/M/MV5BNmMyN2NhMzktNDE2OC00YmI1LThiMzEtZWNmZjFkNTQzZjE2XkEyXkFqcGdeQXVyMTAyOTE2ODg0._V1_QL75_UX380_CR0,4,380,562_.jpg
Uma História Real;244. Uma História Real;1999;8.0;Biografia;Um idoso faz uma longa jornada dirigindo um cortador de grama para reparar sua relação com um irmão enfermo.;https://m.media-amazon.com/images/M/MV5BM2UxYTMwMWUtOGM1OS00MDI4LWFhNTUtOTA4NWI2ZjEwNmMxXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UX380_CR0,1,380,562_.jpg
O Mensageiro do Diabo;245. O Mensageiro do Diabo;1955;8.0;Policial;Um fanático religioso se casa com uma viúva cujos filhos pequenos relutam em dizer-lhe onde seu pai verdadeiro escondeu os 10,000 dólares que ele havia roubado.;https://m.media-amazon.com/images/M/MV5BMGZjNDE2OGQtMDA5My00ZTU3LWI1NGItZjk1YjRjN2IyMWNjXkEyXkFqcGdeQXVyODc0OTEyNDU@._V1_QL75_UY562_CR9,0,380,562_.jpg
O Planeta dos Macacos;246. O Planeta dos Macacos;1968;8.0;Aventura;Uma tripulação de astronautas choca com un planeta num futuro distante, onde os macacos são inteligentes e a espécie dominante.;https://m.media-amazon.com/images/M/MV5BZjczYWFmODItNjMyMy00ZjI5LWExZTUtYzJhN2ZiYTE0M2M5XkEyXkFqcGdeQXVyMTAyOTE2ODg0._V1_QL75_UY562_CR6,0,380,562_.jpg
Os 12 Macacos;247. Os 12 Macacos;1995;8.0;Mistério;Em um mundo futuro devastado por doenças, um condenado é enviado de volta no tempo para coletar informações sobre o vírus produzido pelo homem que destruiu a maior parte da população humana do planeta.;https://m.media-amazon.com/images/M/MV5BMWZlMTI4NTctNjI0NS00YmNmLTgwMGQtYjFkMWM3OTRhODFjXkEyXkFqcGdeQXVyMTAyOTE2ODg0._V1_QL75_UY562_CR5,0,380,562_.jpg
Diamante de Sangue;248. Diamante de Sangue;2006;8.0;Aventura;Um pescador, um contrabandista e um sindicato de empresários se enfrentam sobre a posse de um diamante de valor inestimável.;https://m.media-amazon.com/images/M/MV5BZDMxOGZhNWYtMzRlYy00Mzk5LWJjMjEtNmQ4NDU4M2QxM2UzXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_QL75_UX380_CR0,0,380,562_.jpg
Papillon;249. Papillon;1973;8.0;Biografia;Um homem faz amizade com um colega criminoso quando os dois começam a cumprir sua pena em uma terrível ilha-prisão, o que o inspira a planejar sua fuga.;https://m.media-amazon.com/images/M/MV5BZGRjZjQ0NzAtYmZlNS00Zjc1LTk1YWItMDY5YzQxMzA4MTAzXkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_QL75_UX380_CR0,9,380,562_.jpg
Ela;250. Ela;2013;8.0;Drama;Num futuro próximo, um solitário escritor tem uma relação pouco comum com um sistema operacional destinado a atender todas as suas necessidades.;https://m.media-amazon.com/images/M/MV5BN2Y5NTU5OWQtN2YwMS00NDBiLTk0ZmUtYzBjMTczYzA5NWY0XkEyXkFqcGdeQXVyMTAzMDM4MjM0._V1_QL75_UY562_CR2,0,380,562_.jpg
Oppenheimer;Oppenheimer;2023;8.6;Biografia;A história do cientista americano J. Robert Oppenheimer e o seu papel no desenvolvimento da bomba atômica.;https://m.media-amazon.com/images/M/MV5BMjg4OTkxNzUtOGQ0My00MzQxLWIyZmItMzIyY2FlZTRhMDcxXkEyXkFqcGdeQXVyMTA3MDk2NDg2._V1_QL75_UX380_CR0,20,380,562_.jpg
Barbie;Barbie;2023;7.2;Aventura;Viver na Terra da Barbie é ser um ser perfeito em um lugar perfeito. A menos que você tenha uma crise existencial completa. Ou que você seja um Ken.;https://m.media-amazon.com/images/M/MV5BZGExZWM4YzItMDkyNS00ZWRlLWJjY2UtMTE1Mjg2YmJiYzEzXkEyXkFqcGdeQXVyNTk2MDQ0MjA@._V1_QL75_UX380_CR0,0,380,562_.jpg
Você Não Tá Convidada pro Meu Bat Mitzvá!;Você Não Tá Convidada pro Meu Bat Mitzvá!;2023;6.0;Comédia;Stacey Friedman se prepara para seu bat mitzvah, mas seus planos se desfazem comicamente e ameaçam arruinar o evento.;https://m.media-amazon.com/images/M/MV5BZWQ3ZDQ3MTYtZWUyOS00YmFhLTllOWItNzNmNjE0ZDI5YWE5XkEyXkFqcGdeQXVyMTUzMTg2ODkz._V1_QL75_UX380_CR0,0,380,562_.jpg
O Protetor: Capítulo Final;O Protetor: Capítulo Final;2023;7.1;Ação;Robert McCall se sente em casa no sul da Itália, mas descobre que seus amigos estão sob o controle do crime local. À medida que os eventos se tornam mortais, McCall sabe que deve tornar-se o protetor de seus amigos enfrentando a máfia.;https://m.media-amazon.com/images/M/MV5BNDIyNDA5NTgtNTQ0Ny00OTdmLWE2N2ItODEyMzI5NDZjOTg3XkEyXkFqcGdeQXVyNzAwMjU2MTY@._V1_QL75_UY562_CR1,0,380,562_.jpg
A Pequena Sereia;A Pequena Sereia;2023;7.2;Aventura;A filha do rei Tritão, Ariel, se apaixona loucamente por um príncipe que salvou de um naufrágio. Ela decide ir procurá-lo em terra firme e pede ajuda à bruxa do mar, Úrsula.;https://m.media-amazon.com/images/M/MV5BYTUxYjczMWUtYzlkZC00NTcwLWE3ODQtN2I2YTIxOTU0ZTljXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_QL75_UX380_CR0,0,380,562_.jpg
Pobres Criaturas;Pobres Criaturas;2023;8.0;Romance;A incrível história sobre a evolução fantástica de Bella Baxter, uma jovem trazida de volta à vida pelo brilhante e não convencional cientista Dr. Godwin Baxter.;https://m.media-amazon.com/images/M/MV5BNGIyYWMzNjktNDE3MC00YWQyLWEyMmEtN2ZmNzZhZDk3NGJlXkEyXkFqcGdeQXVyMTUzMTg2ODkz._V1_QL75_UX380_CR0,0,380,562_.jpg
A Freira 2;A Freira 2;2023;6.0;Terror;França, 1956. Um padre é assassinado. Um mal está se espalhando. A irmã Irene, mais uma vez, fica cara a cara com a força demoníaca Valak, a Freira.;https://m.media-amazon.com/images/M/MV5BNTIyNzQ5M2MtYTA2Ny00ZWM1LTlmNzYtNjhjNDkxYjBkNjhkXkEyXkFqcGdeQXVyNzAwMjU2MTY@._V1_QL75_UX380_CR0,0,380,562_.jpg
Jawan;Jawan;2023;7.8;Ação;Um thriller de ação de alta octanagem que descreve a jornada emocional de um homem que está determinado a corrigir os erros da sociedade.;https://m.media-amazon.com/images/M/MV5BOTE5YjY5MTItYTBmZi00NDhhLWFiOTItYjdjODRhZDA1YjM4XkEyXkFqcGdeQXVyMjMyMzI4MzY@._V1_QL75_UY562_CR6,0,380,562_.jpg
As Tartarugas Ninja: Caos Mutante;As Tartarugas Ninja: Caos Mutante;2023;7.3;Animação;Os irmãos Tartaruga trabalham para conquistar o amor da cidade de Nova York enquanto enfrentam um exército de mutantes.;https://m.media-amazon.com/images/M/MV5BZDZjZTc2MjgtNjA4Ny00YmEzLWE5OWMtMTgxMWUzZTdmZmMxXkEyXkFqcGdeQXVyMTEzNTE3MjE4._V1_QL75_UX380_CR0,0,380,562_.jpg
Indiana Jones e a Relíquia do Destino;Indiana Jones e a Relíquia do Destino;2023;6.7;Ação;O famoso arqueólogo e professor Jones regressa com novos desafios, perigos e aventuras, mas desta vez ele tem o sangue de uma nova geração para o ajudar nas suas descobertas e na sua luta contra um novo vilão.;https://m.media-amazon.com/images/M/MV5BNDJhODYxYzItOGIwZC00ZTBiLTlmN2MtMjM2MzQyZDVkMGM4XkEyXkFqcGdeQXVyMTUzMDA3Mjc2._V1_QL75_UY562_CR35,0,380,562_.jpg
Que Horas Eu Te Pego?;Que Horas Eu Te Pego?;2023;6.4;Comédia;Maddie, à beira da falência, é contratada por pais superprotetores para ajudar seu filho introvertido a se tornar mais confiante antes da faculdade. Ela tem apenas um verão para completar sua missão.;https://m.media-amazon.com/images/M/MV5BYmM2ZDE2MDItNTEwYy00M2E2LTk0NmQtMGUxNWJlOWNmYzRlXkEyXkFqcGdeQXVyMTY1OTA3NjAx._V1_QL75_UY562_CR35,0,380,562_.jpg
The Bikeriders;The Bikeriders;2023;8.7;Policial;Acompanha a ascensão de um clube de motociclismo do meio-oeste ao longo da vida de seus membros.;https://m.media-amazon.com/images/M/MV5BNTg3OTM0NTktMWJlMC00YWVhLWI0ODEtZTQ2NjExOTYwYjNjXkEyXkFqcGdeQXVyMDA4NzMyOA@@._V1_QL75_UX380_CR0,0,380,562_.jpg
Drácula: A Última Viagem do Deméter;Drácula: A Última Viagem do Deméter;2023;6.1;Fantasia;"Baseado no livro ""Drácula"" de Bram Stoker, a história se passa a bordo do navio Demeter, onde uma tripulação condenada enfrenta eventos estranhos e aterrorizantes durante a viagem.";https://m.media-amazon.com/images/M/MV5BMzMxZTJiMjEtOWU1Ny00M2Y2LWIzOTUtMDg0ZjkyMTJhNGNmXkEyXkFqcGdeQXVyNzAwMjU2MTY@._V1_QL75_UY562_CR35,0,380,562_.jpg
The Flash;The Flash;2023;6.8;Ação;Barry Allen usa sua supervelocidade para mudar o passado, mas sua tentativa de salvar sua família cria um mundo sem super-heróis, forçando-o a correr por sua vida para salvar o futuro.;https://m.media-amazon.com/images/M/MV5BODEzODI4YTQtOGY2Ny00NjE0LTg2YjktZDk4OWJlN2I4ZWU1XkEyXkFqcGdeQXVyNzAwMjU2MTY@._V1_QL75_UX380_CR0,0,380,562_.jpg
Ruim Pra Cachorro;Ruim Pra Cachorro;2023;6.3;Animação;Um cachorro abandonado se une a outros vira-latas para se vingar de seu antigo dono.;https://m.media-amazon.com/images/M/MV5BNWE0MWJkN2QtZDgzNS00MmU1LTljZGItYzA1MzEyOWU4Y2NlXkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_QL75_UX380_CR0,57,380,562_.jpg
Bottoms;Bottoms;2023;7.6;Comédia;Duas garotas queer e nada populares decidem começar um clube da luta para conseguir fazer sexo antes de suas formaturas.;https://m.media-amazon.com/images/M/MV5BZWZkZjE2OGYtN2RiMS00ZDE5LWFlZGQtYzI1OTNhZDZkYzM3XkEyXkFqcGdeQXVyODk2NDQ3MTA@._V1_QL75_UX380_CR0,0,380,562_.jpg
A Noite das Bruxas;A Noite das Bruxas;2023;6.7;Policial;Na Veneza pós-Segunda Guerra Mundial, Poirot, agora aposentado e vivendo em seu próprio exílio, relutantemente vai a uma sessão espírita. Mas quando um dos convidados é assassinado, cabe ao ex-detetive descobrir mais uma vez o assassino.;https://m.media-amazon.com/images/M/MV5BMGNjMTNjMDEtOGFkMi00N2ZlLTgyMTUtYmRiMjcxMzcyMDc3XkEyXkFqcGdeQXVyNzAwMjU2MTY@._V1_QL75_UY562_CR7,0,380,562_.jpg
Som da Liberdade;Som da Liberdade;2023;7.9;Ação;A incrível história real de um ex-agente governamental que se transforma em um vigilante e que embarca em uma missão perigosa para resgatar centenas de crianças das mãos de traficantes sexuais.;https://m.media-amazon.com/images/M/MV5BMzBkMjc1MGItOGRiYi00YzY0LWE4NDMtYmJlZTQyYTQxYTM0XkEyXkFqcGdeQXVyNzAwMjU2MTY@._V1_QL75_UY562_CR35,0,380,562_.jpg
Besouro Azul;Besouro Azul;2023;6.7;Ação;Jaime Reyes, um adolescente de origem mexicana que encontra um artefato alienígena que lhe dá um exoesqueleto mecanizado e poderes, tornando-o no Besouro Azul.;https://m.media-amazon.com/images/M/MV5BNjliMTY1OWUtOWZjZi00MjQ3LWJmODktY2RkMzNiOWU2M2UxXkEyXkFqcGdeQXVyNzAwMjU2MTY@._V1_QL75_UX380_CR0,0,380,562_.jpg
Gran Turismo - De Jogador a Corredor;Gran Turismo - De Jogador a Corredor;2023;7.4;Ação;A história real da realização de um sonho de um jogador de Gran Turismo, cujas habilidades no jogo o levaram a vencer uma série de competições da Nissan e a se tornar um piloto profissional de corrida. Baseado em uma história real.;https://m.media-amazon.com/images/M/MV5BNGE4YjYwODUtYzUyZC00ODMzLWFjZjUtOTAwZGEwYmI2OTAwXkEyXkFqcGdeQXVyNzAwMjU2MTY@._V1_QL75_UY562_CR35,0,380,562_.jpg
Não Se Preocupe, Querida;Não Se Preocupe, Querida;2022;6.3;Drama;Uma dona de casa dos anos 1950 que mora com o marido em uma comunidade experimental utópica começa a se preocupar com a possibilidade de sua empresa glamorosa estar escondendo segredos perturbadores.;https://m.media-amazon.com/images/M/MV5BMzFkMWUzM2ItZWFjMi00NDY0LTk2MDMtZDhkMDE2MjRlYmZlXkEyXkFqcGdeQXVyNTAzNzgwNTg@._V1_QL75_UX380_CR0,0,380,562_.jpg
